dv1_x,dv1_y,output
0.7001935772701143,-2.760344444632965,4.074881831702344
0.7013822724577641,-2.7609293278875895,4.109028828756696
0.6978672259611697,-2.759813830846596,4.030717691490511
0.7009388997550845,-2.7623077565555336,4.148662260350818
0.7006568949357073,-2.75990490670982,4.066998286419572
0.7008674807287907,-2.7593797443661843,4.0535214711670635
0.7010598638591629,-2.7581040389162985,4.0180077778462975
0.7006593406923336,-2.7598262551083126,4.064613372214634
0.7005203826727285,-2.7596743531137986,4.058188949889118
0.7003959238186823,-2.760302129073227,4.076154068996033
0.6990900069936214,-2.759833820411725,4.045643195543759
0.6990700041601123,-2.7603499008961543,4.061079143388161
0.7007719966634871,-2.759664711072228,4.061011739021884
0.699734562200174,-2.7591748119895514,4.033804291883423
0.6987546171636804,-2.760956109754145,4.075846958422892
0.6998851097698262,-2.7598728474520007,4.05644108937876
0.7013425787215174,-2.7600114813390024,4.079093302804614
0.6994345419095224,-2.7611085938312763,4.089313736477921
0.6989369859715153,-2.7603309807439413,4.0588084612185895
0.6998217683532545,-2.7604554065560634,4.073649701324075
0.6993450601883759,-2.761301187330665,4.0942751586473705
0.699841475798587,-2.7618237565090005,4.117711176428247
0.6986120823785864,-2.7610778026376,4.077849669472202
0.7004644057791712,-2.7587423161009657,4.029602748521264
0.7004232453740408,-2.7610040425850353,4.0988187869493995
0.6987548293973315,-2.7629435112674763,4.140022220496953
0.6993924430656212,-2.7584183238431828,4.008243677932156
0.699783542676005,-2.761758987570847,4.114830289880637
0.7005348407051916,-2.759316287738316,4.047510765758504
0.7001791615530722,-2.759570223882477,4.050865831921757
0.700489498403658,-2.7593420199156555,4.047702273323523
0.6991681577771932,-2.761378563297455,4.094469900656871
0.699918229598175,-2.757934564181851,4.0006808514201815
0.6994899340138366,-2.7617430744768408,4.110422214623963
0.698953321772739,-2.7582913625910255,4.000054108946173
0.7005791647221341,-2.7612015635775142,4.107245255689141
0.6992727521848124,-2.7616178273925813,4.10352381241673
0.6998587470733024,-2.761532835755741,4.1084693232008975
0.6994575264532865,-2.760313926202854,4.064717003923453
0.6997244764750324,-2.761426139822914,4.103310170028243
0.698907029563141,-2.7594087365116162,4.030930223691015
0.6998958850781375,-2.7599142491929607,4.057868473399459
0.6998051839307652,-2.7597528819205897,4.051823375650734
