dv1_x,dv1_y,dv_output,time_cost
-0.6884809283218798,-3.06096906285466,4.505462080308019,228000
-0.6903195988968639,-3.0612339473908596,4.51315801030872,227700
-0.6884590755904352,-3.059231724395403,4.42360347771716,229500
-0.6906757770492618,-3.0595002395342075,4.430989843487531,229200
-0.6918460862606198,-3.0581136976230714,4.359076187689074,230700
-0.6918920063080006,-3.0604586545833543,4.4735652671197625,228300
-0.6898564015182967,-3.061726501047712,4.536497085487601,227400
-0.6908797968641687,-3.0596937060208456,4.439797138307783,228900
-0.689525627801022,-3.060104908513828,4.4627461240747,228600
-0.6892748225981224,-3.0605618374459937,4.484759474635369,228300
-0.6892848840235019,-3.0590472008046206,4.4125007557067075,229500
-0.6872836313085602,-3.061038433665787,4.511507560846548,228000
-0.6889799601668065,-3.0600738814365633,4.462636388634667,228600
-0.6907944065468014,-3.0592751620709406,4.419791640747634,229500
-0.689291966555051,-3.059216748145638,4.420749062085454,229500
-0.6907014557885642,-3.0607027094807533,4.48783794662671,228000
-0.6912222712798131,-3.061175257295837,4.50833080965149,227700
-0.6906799156855412,-3.0598880011065237,4.449598534683716,228900
-0.6901253986136793,-3.0594720611257817,4.431015434371666,229200
-0.6890256063302761,-3.058117992867544,4.366812035216933,230700
-0.6902948009184542,-3.0609720097355373,4.5012383531921545,228000
-0.6897617722060183,-3.0595813537090057,4.437215336881204,229200
-0.690476760331274,-3.06068430567738,4.487530157632101,228000
-0.689225412411627,-3.0611286475317954,4.5109666309266405,228000
-0.6911901378288192,-3.058393608726148,4.375043512247875,230400
-0.68983287900756,-3.059722210527696,4.443790038309736,228900
-0.6903482368747503,-3.0592265825742935,4.418539738293326,229500
-0.6896052130198168,-3.060338641794393,4.473550200676549,228600
-0.690507710726462,-3.0596609571689646,4.439165252029916,228900
-0.6913033494531955,-3.060293852410219,4.467279459330893,228300
-0.6879925012791026,-3.0598553014442147,4.4547358207884855,228900
-0.6887174226394682,-3.058582478285675,4.390987150905094,230100
-0.6888896050938889,-3.0600322623863194,4.460899893810964,228600
-0.6902766261242743,-3.0600999632381227,4.460653677471518,228600
-0.6895792970098883,-3.0592531033592514,4.421794262639072,229500
-0.6907519479391752,-3.0593787457167463,4.424911557585708,229200
-0.69113488564354,-3.0605411876466553,4.479269860413865,228300
-0.6902171515576307,-3.0605520331297575,4.4820088190068965,228300
-0.6892029245234869,-3.0601240128162486,4.464445174110012,228600
-0.6916402044520209,-3.05977293301078,4.441691528343286,228900
-0.6891943597524317,-3.059603650267509,4.439716459192377,229200
-0.6885219061561239,-3.059984716386655,4.459560792614151,228900
-0.6886918423316711,-3.0578113503846183,4.352088636860869,231000
-0.6907612420638076,-3.059719207913845,4.4413160976557595,228900
-0.6909724841805797,-3.059330800347129,4.422028920750493,229200
-0.6897097855889903,-3.059950006812238,4.454965910014158,228900
-0.6910801952311089,-3.0600062391981835,4.4542264510031915,228600
-0.691230660711509,-3.0577298066963974,4.340975654354544,231300
-0.6912498645583579,-3.059238219974064,4.416819234777019,229500
-0.6903779881576189,-3.0614914613234934,4.524690707645341,227400
-0.6899704478788552,-3.0602437851517874,4.468193216000746,228600
-0.6909118687923375,-3.059270747426454,4.419276917955858,229500
-0.6893401252667902,-3.0600324623098416,4.45978966408988,228600
-0.6895267012394661,-3.060087395442335,4.46191766077127,228600
-0.6902475095108812,-3.0582032267067674,4.367930241718618,230700
-0.6925437025586016,-3.0587373469623444,4.388743074344865,229800
-0.6895601353492763,-3.0593845435092906,4.428221853181854,229200
-0.6896618357821895,-3.0589765949070427,4.408067284320389,229800
-0.6899094948547955,-3.0608150928739684,4.494946792408179,228000
-0.6892980080656607,-3.060001052550672,4.458412516008381,228600
-0.6882197043239031,-3.060845809453262,4.500440271927476,228000
-0.6911114941381555,-3.060770870245339,4.490000401864371,228000
-0.6902235972426226,-3.0595229091361533,4.4332274830614065,229200
-0.6914830225735269,-3.0634018715439324,4.606068026300493,226200
-0.6895771171481528,-3.0602183003199803,4.4679607724565145,228600
-0.6902648886183894,-3.0610318916974255,4.504057086768409,228000
-0.6888452787980093,-3.0606466502924294,4.48973803473083,228300
-0.6908422278669458,-3.0587049217291074,4.3915798779682795,229800
-0.6911423308438038,-3.059670767435726,4.438038100513957,228900
-0.6902526440441715,-3.0624687252337406,4.5684604191801,226800
-0.690555328488075,-3.061592741861043,4.528846844637023,227400
-0.6891648738699413,-3.0608400133099605,4.497892321020663,228000
-0.688762620198263,-3.0601555143310724,4.4670165607524845,228600
-0.6909744142252294,-3.058693096010791,4.390648301630074,230100
-0.6896406004933852,-3.058756385221269,4.397245121050454,229800
-0.6918715130433177,-3.059436549116854,4.4248785634236665,229200
-0.6903157802245264,-3.060399593318033,4.474656061655715,228300
-0.6903271134637046,-3.059315675331147,4.422943670042135,229200
-0.68823188278091,-3.060113234512021,4.466342659295384,228600
-0.6904258093605258,-3.0610326230210827,4.5037052262436195,228000
-0.6898051640445272,-3.060568628917804,4.483783866151581,228300
-0.6911754403828636,-3.058861345362795,4.398448646485946,229800
-0.690679310852099,-3.059091601077369,4.4110790235810535,229500
-0.6898028708365251,-3.0624976875887904,4.570758742504452,226800
-0.6892028716171362,-3.0606278016185366,4.487996110317028,228300
-0.6892938826433225,-3.0602650453543716,4.470855808628263,228600
-0.6895510119900526,-3.0605789187627073,4.484880667625761,228300
-0.6910825200593675,-3.0606397458656915,4.483992946742886,228300
-0.6903940484254643,-3.06147218027651,4.523781759873125,227700
-0.6897649269214783,-3.058987246039516,4.408331175746716,229800
-0.6872776378535065,-3.0593709425729765,4.433374208972525,229500
-0.6890105575745099,-3.0601879575600366,4.467929730033008,228600
-0.6903812380052715,-3.0594268516882903,4.428180692844018,229200
-0.6908512651656781,-3.060193725199089,4.463665686544875,228600
-0.6896157794687362,-3.0610854206771436,4.5080604124242125,228000
-0.6903530764668889,-3.0588964344106846,4.402313606212691,229800
-0.6901830753154643,-3.058819983191714,4.398968660988512,229800
-0.6880639347065945,-3.0614474098455315,4.528181208374341,227700
-0.6906653764670291,-3.059744427793853,4.44276386900162,228900
-0.6902912980654526,-3.058809922032282,4.398190728968367,229800
-0.6896939780803618,-3.0603446651694393,4.473614521253332,228300
-0.6889485498347304,-3.0617939468071973,4.541640027276285,227400
-0.690336449987441,-3.058437462900652,4.3795206054886435,230400
-0.6900761499661078,-3.060483449196412,4.479156793933511,228300
-0.6899801853675103,-3.0609651683475994,4.501679867098692,228000
-0.6890411263552828,-3.059209290301366,4.421024974099659,229500
-0.6896789007370836,-3.0594469153345387,4.430930429403249,229200
-0.6898587290462026,-3.0603622405958792,4.474031308707595,228300
-0.6886678812090614,-3.0611434311882264,4.512972365080232,228000
-0.6909248382916967,-3.061096124196921,4.505421665878272,227700
-0.6900739126482829,-3.0617697097216734,4.537920511955545,227400
-0.6901480365207753,-3.0589874752421844,4.4073601802813105,229800
-0.6889209350413701,-3.059990051240571,4.458825537454697,228900
-0.6897268281661927,-3.060513155215561,4.481393505897061,228300
-0.688914990909019,-3.060796113994625,4.4964750171179375,228000
-0.6912466817170554,-3.058947129502711,4.40253412434896,229800
-0.6905452173807077,-3.060028845982547,4.456625508581981,228600
-0.6889460088861149,-3.057961175514599,4.3590618367249325,231000
-0.6884185663846185,-3.058674502319867,4.396353792076082,230100
-0.6888938445554569,-3.0599047352811146,4.454836851626357,228900
-0.6914021593773014,-3.0607952494187427,4.490425842835471,228000
-0.689206719764673,-3.0614454542459053,4.525385345922672,227700
-0.6909468799966658,-3.05978836765343,4.44416370105033,228900
-0.6908262088991686,-3.0597117549726045,4.44079616816288,228900
-0.6901710799462719,-3.05961422976706,4.437778416456833,229200
-0.6891721684027898,-3.0608181691865175,4.4968693005348275,228000
-0.6903770644037609,-3.0592117951183457,4.4177412527195035,229500
-0.6902454073176095,-3.059643548785871,4.438993567501569,228900
-0.6895692420859014,-3.059862128707722,4.45112607958945,228900
-0.6899125602233045,-3.060548725530625,4.482596470327175,228300
-0.6886385544738973,-3.060284357707954,4.4733724615006745,228600
-0.6892252306566874,-3.060064232326871,4.4615731230765725,228600
-0.6899376492369966,-3.060900949075714,4.498831935683247,228000
-0.6902859886819898,-3.0612062179735724,4.511975007925352,227700
-0.6899528528115358,-3.0587140382486346,4.3943507810305285,229800
-0.6918002673748976,-3.0606340173337405,4.481985348233125,228000
-0.6877737798882116,-3.0610740919488104,4.51195570216632,228000
-0.6882362568360475,-3.058996781790847,4.412724370736072,229800
-0.6912898315545374,-3.060902082910226,4.495630094490622,228000
-0.6905500400614512,-3.060178265498786,4.463677055985248,228600
-0.6900811375924226,-3.060896231371337,4.498269421398196,228000
-0.6891840595606457,-3.0606057854410125,4.4870206624733715,228300
-0.6876331563520386,-3.0591671124859836,4.422574545435468,229500
-0.6886635118535407,-3.0598627505585374,4.453414182905511,228900
-0.6899203333170849,-3.0586772219898166,4.392585245811303,230100
-0.6886859276993539,-3.0590145034546974,4.412446021156981,229800
-0.6904505562378271,-3.0601898759245714,4.464470285968855,228600
-0.6902550651153486,-3.0586242644210118,4.389056768710825,230100
-0.6918054179951001,-3.0608580816163435,4.492358389982735,228000
-0.690737214376791,-3.05974358030309,4.442543308463077,228900
-0.6891984350510533,-3.060130196852367,4.464747508347601,228600
-0.6898779526003779,-3.0597956708820706,4.44718476047555,228900
-0.689627397046036,-3.0602689376669305,4.4702198490864795,228600
-0.6899034520705536,-3.058450014474786,4.381295040771683,230400
-0.6913959353872844,-3.058818627169593,4.395756741727837,229800
-0.6900649440682882,-3.060088691414768,4.4606453495908935,228600
-0.6913063932327872,-3.060224239268117,4.463989762429894,228600
-0.6894445197659955,-3.0600713016739483,4.461362421991782,228600
-0.6890660805914817,-3.0597030915688554,4.44480509311386,228900
-0.6909769266705242,-3.060123935645344,4.460055821271671,228600
-0.690635236603591,-3.058954335232217,4.404462952058246,229800
-0.6898405007297636,-3.0610445380191944,4.505652821988683,228000
-0.6893054862802371,-3.0597537333563305,4.446617467013251,228900
-0.6898872631964362,-3.0609098795903233,4.499363829802305,228000
-0.6909964834740739,-3.0608973068928553,4.496115573354213,228000
-0.6900666891346469,-3.061734771595139,4.536374237188568,227400
-0.6907048480851977,-3.058444716597663,4.378924438639152,230100
-0.6895305798923262,-3.0600402944378926,4.459686056991055,228600
-0.6901103150887791,-3.058613489567223,4.3888940345754905,230100
-0.6909652294733225,-3.0592802876175433,4.419603723235791,229200
-0.6881087065546647,-3.0592254951627047,4.424194409707973,229500
-0.6914914568990275,-3.0592288369468488,4.415743631627964,229500
-0.6890649541739382,-3.0607541295791036,4.494177198644474,228000
-0.6896272665302923,-3.061333860558096,4.519342710127357,227700
-0.6924053761788699,-3.0594806189882915,4.4256771327764195,229200
-0.6907864947119843,-3.0612859909986736,4.514415208022664,227700
-0.6911105593477821,-3.0603189982008887,4.468932972641723,228300
-0.6904369097387397,-3.0595865438131,4.435771950571896,229200
-0.6888607388029134,-3.0603408312709988,4.475474950453163,228600
-0.6898218811909339,-3.0612655766625716,4.515781504527189,227700
