dv1_x,dv1_y,output
0.7692198916433453,-2.710359453680564,4.089703307326924
0.7701347162247829,-2.711683308205826,3.977114301530701
0.7697114858979457,-2.709621044070159,4.127219991682725
0.7733974046131618,-2.7102560179277844,3.968771110929223
0.769971886611022,-2.7097435100190235,4.108304176788777
0.7701244235036324,-2.709447455183143,4.125210542818289
0.7708701673245616,-2.7109076931965084,4.001110287960445
0.7708223922647677,-2.7082925916129645,4.191821880314787
0.7721371535722383,-2.7104235428858074,3.9934531148310204
0.7707427379854247,-2.709775832652361,4.078794792265621
0.7709273403001546,-2.7104870001884565,4.02507865785656
0.7690897698122777,-2.709640941340449,4.149244440813382
0.7708642033700623,-2.7105830965166438,4.020997546129226
0.7705355911099391,-2.710992345099124,4.00565926942141
0.7700169293685984,-2.7097039961835536,4.109639540497174
0.7695683285576702,-2.7094193902384966,4.1485042452432825
0.7706402330168534,-2.7086992288107474,4.165085600550217
0.769626232322796,-2.7110368796766946,4.030179795121262
0.7704750925951963,-2.7102997118596988,4.051471367051608
0.7698154236109173,-2.7109957455568576,4.0270300449696546
0.7702824920968423,-2.7085006369616504,4.196319476905382
0.7703721919065759,-2.7091344542839844,4.140386863037923
0.768149614380709,-2.709297057184386,4.2163730701541775
0.7701573828473791,-2.7095453016993956,4.116525073826954
0.7699962657418632,-2.7106744981813455,4.042128755116064
0.7706931406282481,-2.7098986418193123,4.071853701689047
0.7692454564825464,-2.709411644802866,4.1617682898153
0.7690560012572424,-2.709650476087101,4.14985877757152
0.7698410175083542,-2.710382093148461,4.066834161318608
0.7698708393559079,-2.711776033273013,3.9792140140294565
0.7694881318659368,-2.7088762240073367,4.196956154876416
0.7702443925542792,-2.7099187347471996,4.085836387786369
0.7700368121070109,-2.7118821624362375,3.9689084799269794
0.7713191108311517,-2.7102726522521174,4.026676152906053
0.770084854680522,-2.708796866510878,4.179220930252536
0.7689346210242273,-2.709643794978427,4.1550642076334885
