dv1_x,dv1_y,output
-0.26949840593269087,-3.0197462375117956,4.161632371883393
-0.2693552335311881,-3.0183052795163086,4.196252540417436
-0.270420083135553,-3.019276071409507,4.241427064047089
-0.2698484218715259,-3.020192242124179,4.18589329802696
-0.2709425108996351,-3.020934590556798,4.2218309513850425
-0.2698757027645137,-3.0219273644019595,4.2846706251789595
-0.27076960218496077,-3.0212567258823326,4.241400794771761
-0.2702169473372904,-3.0180244311080546,4.180950728882552
-0.2701744239083921,-3.0191777028239084,4.237113112101682
-0.26887408049015327,-3.020046105156585,4.184075766150173
-0.2710143687891109,-3.0196809183654705,4.259585904432626
-0.2695525736008754,-3.0198904469221417,4.16992044270003
-0.2689450748626038,-3.0189642115672615,4.228281205062957
-0.2683169774336449,-3.019832525528795,4.17521196028862
-0.2701950659548698,-3.0194131913332676,4.248070071831348
-0.2698887551689823,-3.0202701847448767,4.190274932643391
-0.27067638371873287,-3.01826477574077,4.1921784905227515
-0.2701640020222996,-3.0187661752470816,4.217542219601989
-0.27223665080152076,-3.02020631553526,4.169960237089741
-0.26979827848990623,-3.021267473480744,4.248489076580042
-0.27238719432099845,-3.019674796287008,4.257480435297904
-0.269569374928281,-3.0196042627719066,4.257446318222585
-0.27006109344932777,-3.0195084304735276,4.25259984170888
-0.2714127807529688,-3.0208779099482603,4.215348677906867
-0.2703441005437916,-3.0213825511746,4.251350503147162
-0.26998553269903774,-3.019189288632457,4.237861862613167
-0.2715548774860347,-3.019697472844323,4.259704886403365
-0.2694527420841521,-3.019840919889603,4.16768453382604
-0.2701296878326872,-3.0175728072481123,4.158114575473788
-0.2704926463681713,-3.0208125371559493,4.217820034980511
-0.268172938372121,-3.0198044484166475,4.174535204921924
-0.2697360961232328,-3.01989062046658,4.168634517405496
-0.27101762394442785,-3.019920786822661,4.161336164123412
-0.26974929278240106,-3.0197888894104943,4.162389756245119
-0.2703154596461576,-3.019611878806047,4.25712624648081
-0.270343773090051,-3.0195344738595007,4.253525275021751
-0.2702835721692541,-3.020811593403295,4.219190396514405
-0.2696844782467813,-3.0179298681290234,4.1771280779038555
-0.26911224965543823,-3.0191907219511456,4.2387133822247725
-0.2704383856831199,-3.020667937903349,4.209829263803718
-0.26864358356804086,-3.0207867581962176,4.228909352405855
-0.26820100727482765,-3.0207852908602595,4.231817647855647
-0.2706625220061986,-3.0197569932498527,4.263477875106695
-0.26925819388732714,-3.0191831393875117,4.238242749286048
-0.2698335435709665,-3.019047635212166,4.231360957287113
-0.2686891939297425,-3.0198726709790935,4.1749982022120475
-0.2695590369099926,-3.0203355828851066,4.196390227381685
-0.27001797605537486,-3.0180190363663693,4.181030641968677
-0.2712719151577605,-3.0190095564728505,4.227594585678752
-0.2687561947219351,-3.0192489163673586,4.2416532658762875
-0.2691741950902277,-3.019577026660511,4.256477238771963
-0.269348032781602,-3.020917492505492,4.231609407557641
-0.26994200604503393,-3.0207206037672125,4.216248752473298
-0.2704221350264753,-3.019286799775841,4.241920299428173
-0.26911162074191874,-3.020900668071827,4.2322424060530786
-0.267220974993522,-3.021158549710826,4.25946124179128
-0.2717540679867121,-3.0210975347358238,4.225708772956954
-0.26941208220786533,-3.0216862586084337,4.274405475512895
-0.26943816822976574,-3.0203552618387786,4.198388363218383
-0.27027937214748493,-3.019592882078674,4.256302015078667
-0.2706920337148506,-3.0182516010924485,4.1914531000827955
-0.2714134756356954,-3.019344993661615,4.243409810725625
-0.26973099712376614,-3.0197369899716877,4.15937446912633
-0.27050920908907794,-3.020186555842913,4.180954012568356
-0.27165441274639995,-3.019059330146789,4.229374148739665
-0.2700060444497002,-3.0213408471184144,4.251252720154276
-0.2698284637835427,-3.019652678754786,4.259462491890702
-0.2693280280768609,-3.01877169319552,4.218827444343209
-0.27044319173257914,-3.019405827587924,4.24745117039462
-0.2691238829213441,-3.022115154565899,4.299743514871315
-0.27149531841219054,-3.0217625307898244,4.265033584225721
-0.26918993547763087,-3.018798789773729,4.220249070453813
-0.27106750973833216,-3.0214941471833754,4.252831204318303
-0.26825111863779283,-3.018677008728911,4.215375542101955
-0.27080221696937756,-3.0200859168217664,4.172851342272143
-0.2695134773604181,-3.020199456671229,4.1886687252552814
-0.270404005317138,-3.01972159768608,4.2620990887449
-0.27026713535830843,-3.0192974089134608,4.242587396597067
-0.2688705685750744,-3.01963797788639,4.159505273075535
-0.2691137706271296,-3.019904613652888,4.173910170449336
-0.26884635987506145,-3.017986338623515,4.181264446204295
-0.2703111525200738,-3.020106782589448,4.177557270429455
-0.2712721945216019,-3.0198149836712447,4.265481773388055
-0.2695496506814871,-3.0199183340804567,4.171629033150353
-0.26952479782999667,-3.0216378987822132,4.270996309084105
-0.27089289511793985,-3.0186291258742983,4.209756148426536
-0.26999447118714726,-3.0206948682789894,4.214408945200874
-0.2702904977826636,-3.0206480337817916,4.20967454448964
-0.2693865777905287,-3.0202513333205396,4.192665127037625
-0.27073963236227083,-3.016856559903725,4.2549042067319744
-0.27028881450540426,-3.019782064938539,4.158113779194464
-0.2709496034294615,-3.0199587203759894,4.164172292542315
-0.26837005667734143,-3.020186584122094,4.195917258096157
-0.26937272396956324,-3.0200265969765927,4.179363202194802
-0.26850226559990226,-3.0227678134099976,4.33850102951253
-0.27121110682190036,-3.0200597879629356,4.168384879982045
-0.270018234117768,-3.0198309373249717,4.163012825470267
-0.27223914348961153,-3.0203931131200177,4.181138528429495
-0.26998563165350514,-3.0207027817205,4.214924553389183
-0.2689534990371262,-3.0203461696701286,4.20121558848748
-0.2713980396402524,-3.019581230860092,4.254517892081644
-0.2690408154895485,-3.0197289231913502,4.163809433754707
-0.2702027760535172,-3.0202765721843208,4.188450606316879
-0.27024788439632397,-3.01894621186402,4.22603251692063
-0.27007042712765755,-3.0185952085461603,4.2094073221597945
-0.27133442758622706,-3.0191078312462634,4.232209197443354
-0.2699047609730306,-3.019786183674084,4.161147925806495
-0.2696812700937353,-3.0206420998373638,4.213510808781297
-0.27073121240289716,-3.020180981706457,4.179084327709826
-0.2702469851553325,-3.0210663360224745,4.2340826389014765
-0.2687172866946571,-3.01978122400521,4.169308270314907
-0.27088913783519225,-3.020059727988364,4.170695360435262
-0.2682925563107931,-3.0200608567201734,4.188987683520337
-0.2699112235401054,-3.0199122180056457,4.168689847681449
-0.2693118067835246,-3.019293513061655,4.24333195462512
-0.2702634474087866,-3.0210552751622988,4.233335549822082
-0.27097146875997496,-3.02119016171978,4.236270428126572
-0.26964887384563285,-3.0218311668939744,4.280869533276181
-0.26997533313292227,-3.022423258828163,4.310946204670952
-0.27069469483009584,-3.02113261953503,4.234862560917765
-0.26989890500132985,-3.01892845990176,4.22561211445848
-0.27110123462000874,-3.0202754477304694,4.182076502595971
-0.27140597212707224,-3.019906209240446,4.157694375368493
-0.26900964856192283,-3.021747663688663,4.28041456822229
-0.26941956537717165,-3.0219874618565354,4.2908975925568225
-0.2702140512491965,-3.018433523180741,4.201277902915466
-0.2700910332428168,-3.019267782991795,4.2413914417670835
-0.27042697577474345,-3.021064311360536,4.232752931502649
-0.2695599758514608,-3.0206312462752773,4.213714490396555
-0.26832783362401086,-3.019671863653547,4.1654421009113225
-0.2691868743415477,-3.0204666353235776,4.206656385085248
-0.2702310285175145,-3.021124677931325,4.237513217234779
-0.2695791531321182,-3.019481153585938,4.251752030275365
-0.27082152253052116,-3.0196998905310846,4.260682485960304
-0.2698909710883323,-3.0188199077892572,4.2204488042833965
-0.26957369152503036,-3.020609501591413,4.212342315834138
-0.2714119132001379,-3.019345607014469,4.243415703880359
-0.2710863966840663,-3.0210491478505346,4.227429935793875
-0.26919036939457447,-3.020979479983098,4.236214587221125
-0.2691089546136411,-3.021240695672953,4.251558910985155
-0.271187421301032,-3.0201501544576033,4.1739756069251115
-0.2702447729042103,-3.019280118650094,4.241799585108414
-0.26899822921494504,-3.020071030580369,4.184681008737526
-0.27134791639096867,-3.0207817438118,4.210201960910247
-0.26908772524663943,-3.0209062778792855,4.2327232374440475
-0.27113534200523753,-3.018415818717761,4.1988389966327855
-0.2684751565818891,-3.020524873137303,4.214934850553049
-0.2685312861455699,-3.019870984671303,4.176026558080025
-0.27079073925236796,-3.018131528787599,4.185243268532981
-0.2696073038966866,-3.0213307752204743,4.253326547577029
-0.2709568979448753,-3.020938231213057,4.221941743666623
-0.2691459230683864,-3.019510449148065,4.253405296647799
-0.27035640726738985,-3.0198944188011247,4.164479370747013
-0.27007009078882127,-3.019458115339069,4.250282176262513
-0.2706929852861687,-3.021252432014034,4.241668352302785
-0.2696494645708538,-3.0214320977743547,4.2587138576675745
-0.27092806972239364,-3.0195056709641115,4.251554602457091
-0.27022117493773146,-3.0178830212032417,4.173790562519681
-0.27143209003562435,-3.0222631837396294,4.2930098772032075
-0.269660140381246,-3.0207086524736986,4.217478477924433
-0.26974673153653483,-3.0193355218091043,4.244888553611873
-0.26926939379701137,-3.0204098525263534,4.2027950174078095
-0.2681319842673717,-3.020471763454317,4.214194066201929
-0.27120852697897935,-3.019458960188995,4.249043961885178
-0.2696839517541951,-3.02079036768707,4.222043188187397
-0.2702871773582113,-3.021618827443294,4.264955348648445
-0.27027370109064436,-3.0188192852332936,4.219927385159871
-0.2698002637522092,-3.020655215980077,4.213453213229186
-0.270046617823332,-3.019653182716902,4.259270943500218
-0.2713148065779425,-3.0200143580936563,4.164910423938637
-0.26887050168172727,-3.021090581117931,4.244670887756426
-0.2687238486589839,-3.021006265509178,4.240883992314719
-0.27241368127257637,-3.019653006371088,4.256411666513647
-0.2696806545547575,-3.019661594009288,4.15513196453832
-0.2703790335495288,-3.0192880637920694,4.242035643734374
-0.27150635758866126,-3.019004422572167,4.226990998676774
-0.27040352834267223,-3.0173175914504093,4.259650114360923
-0.2707233125223723,-3.0192381625808,4.23926053895463
-0.2689438862898247,-3.0179486659290955,4.179269224267085
-0.27100417579520003,-3.0198561915142808,4.157509159803254
-0.27051190124031715,-3.019228046845531,4.239077673257794
-0.26998683814379276,-3.0200044061255693,4.173738597889163
-0.27003408127625006,-3.020574756381461,4.207135275500093
-0.2694721830359085,-3.0200694366030767,4.181245626560892
-0.2694760399971242,-3.020121155485341,4.184294587702733
-0.2690121893782078,-3.019055662734612,4.232521655201934
-0.2712901483708736,-3.021155816726068,4.232191931920658
-0.2704334865698608,-3.0202218320061553,4.18355954366088
-0.26953381821327604,-3.021765353543981,4.277984829628762
-0.26919888599941055,-3.0202995230307597,4.196768249725456
-0.27150395751084394,-3.0202741660819283,4.179190942363937
-0.2704426784859979,-3.0205460546024767,4.202649305209004
-0.2688692756241784,-3.019586500791279,4.156394810319409
-0.26971860787701707,-3.0198454893805,4.166070531837857
-0.26861842486382476,-3.0191137153843735,4.235505815080146
-0.2683730410401215,-3.0220924943954706,4.303315180398281
-0.27149304834654964,-3.019060586162931,4.229718955560715
-0.2714743295906633,-3.0195538383911664,4.253112885004337
-0.2703318599502689,-3.020329312489364,4.1906769665827435
-0.2706713640600812,-3.019285954473294,4.2416242032851965
-0.2694762165790737,-3.0203726697536357,4.199152876290678
-0.26972909779722276,-3.0187617286016177,4.217864910683115
-0.2701902595901711,-3.0220392002917356,4.288764559557855
-0.27041266874742353,-3.0192875622937794,4.241962795639355
-0.2706373784102874,-3.023828448744531,4.380379965721859
-0.2707791344632501,-3.020965105862184,4.224678992199694
-0.26970059040322536,-3.0198744976929386,4.167927802399079
-0.27061693415875915,-3.019210498063016,4.2381231622464774
-0.27150415732218364,-3.0196295546562135,4.256646739428854
-0.27256868658334693,-3.020185021118077,4.166342792854391
-0.27047196252007105,-3.019526951926922,4.253046088432713
-0.2701905202695691,-3.01989337653241,4.165621138099399
-0.26969239810357004,-3.018843351527576,4.221815296197191
-0.27061171742128687,-3.0189894764181395,4.227625292265416
-0.26974862709563835,-3.0222223609325987,4.301552589257429
-0.27018247322200023,-3.0194541777821864,4.249969098684678
-0.2692673431849821,-3.0184135983377187,4.201671793085494
-0.27074194046120514,-3.019369987731332,4.245455069184768
-0.2717317208216312,-3.0204722311472176,4.189371689235061
-0.2690288480565639,-3.0215778434849545,4.270916880290751
-0.26999351230639906,-3.0199073520270723,4.167820200112407
-0.27196302719826004,-3.021293176201704,4.2354970656701
-0.2696941211977435,-3.018963747827811,4.227530133914056
-0.2706365720249206,-3.019311787668023,4.242839954813421
-0.27010643340848595,-3.019918545444727,4.167692293269786
-0.2714943494755129,-3.020284135323111,4.179846460562738
-0.2708292171176173,-3.0201277075129687,4.175154408167726
-0.2700191276121714,-3.0196090314187285,4.257257714306424
-0.27106907809766617,-3.0214715203936584,4.251548075807791
-0.2700116382497354,-3.0205886099208956,4.2081016837506695
-0.2674348179151569,-3.0185463570338507,4.209777632374713
-0.27051431438706963,-3.019012586834593,4.2288341204594975
-0.26948714603932866,-3.020327079693696,4.1963884745801865
-0.27033569455895656,-3.019774530168411,4.157321289498109
-0.26906916800477504,-3.0205944401930074,4.214927822848778
-0.2696691156191175,-3.0213885883373544,4.25614980225611
-0.27143149795023847,-3.0211046365829923,4.228298674936277
-0.2680183909395946,-3.0211593126713847,4.254213828746368
-0.270489344645925,-3.0203125707801837,4.188603172825004
-0.2697402530882865,-3.019949549681329,4.172171549112216
-0.2700955094300114,-3.0192080656760383,4.238589343158987
-0.26665376662322066,-3.017563095174156,4.162880634315134
-0.26882581020687923,-3.0205712020135764,4.215237247493021
-0.26963082653322107,-3.01941022675695,4.2484516703168325
-0.269819495228748,-3.0198145945093806,4.163440052480815
-0.26981143959447573,-3.0204425704889726,4.200971373174867
-0.26953874698735864,-3.0189101380372003,4.225167895114838
-0.26968559895489247,-3.020024173033253,4.17701217887853
-0.26857810524428,-3.0198895202595155,4.176813300437404
-0.2699835118115041,-3.0202846159260752,4.1904781452829685
-0.2687790565103638,-3.0205159754709245,4.212327958799791
-0.2703425551488967,-3.019301826280892,4.2427097283783555
-0.2687546054977764,-3.020301862502851,4.19998376033054
-0.2702283282580669,-3.0203395209870987,4.191986863037664
-0.2705263206230803,-3.020652305686491,4.208301337306455
-0.2695497898951788,-3.02123050299719,4.2480481772044945
-0.26821607931526903,-3.0208168560966087,4.233504841744444
-0.2706940360901605,-3.0204539707730222,4.195505814759442
-0.2690005858800338,-3.020568667766427,4.2138876583260565
-0.2706268717983953,-3.0194319563931473,4.248465644264935
-0.2711215233424038,-3.019020619922269,4.228352010869709
-0.2691423793580566,-3.0220609039067052,4.296682417278889
-0.2677224911103512,-3.0199794289474915,4.188188764218203
-0.26998108101386403,-3.020832048736182,4.222440863250025
-0.27009006208153225,-3.017882591521809,4.174030506454442
-0.26837735065349594,-3.0196730281092603,4.165160367394478
-0.27077666104335374,-3.0204826010203,4.196635155208952
