dv1_x,dv1_y,dv_output,time_cost,orbit_error
0.9105897934405263,-2.6493027422892186,3.934198491214456,2515500,18749.877123955142
0.9110828700187851,-2.652458992776509,3.982002116385824,2498700,687365.3336597132
0.9084245809300076,-2.650614585463763,3.9310145608953535,2514600,75455.64433349893
0.9103704634636413,-2.650023207271892,3.9388732376893207,2512500,60825.39238882979
0.908333700966819,-2.650248464720671,3.9279690142837547,2516400,177372.5497165026
0.909696075990087,-2.651217478972287,3.9471016640482555,2508300,170172.97731818404
0.9096001236255508,-2.6513257383900646,3.9476377708721024,2508000,197639.75291904254
0.9101604178607052,-2.649141215494272,3.930954202934073,2517300,59563.97569399631
0.9092384214541275,-2.649485720325313,3.928195119383312,2517900,118386.2397345796
0.9098632665575948,-2.6491028642155325,3.929275249484687,2518200,113811.61872641412
0.9116703444462003,-2.6492920792484798,3.9411581013417925,2512800,117622.74831878078
0.9091743273706464,-2.6499655318060906,3.9306604882671317,2515800,77806.16127001341
0.9109791160410751,-2.6492793692586503,3.9364314609102062,2514600,39187.65542569959
0.9108489641740294,-2.649655333949238,3.9387997481180674,2513100,47086.238582817416
0.9108993089781728,-2.650140794250321,3.9441955169627754,2510700,200457.70009776903
0.9092236780492905,-2.650892614887775,3.939249683087846,2511000,96005.64464275465
0.9100245362132542,-2.6481770029396867,3.927513022877412,2522400,107762.1434613331
0.9115998159970655,-2.6512199113348687,3.9658076513406053,2503500,487569.1362180172
0.9098113676610665,-2.6480595281278747,3.9271560101274083,2523600,133309.16692142806
0.9116412729111727,-2.649401757844339,3.9420619077142103,2512500,196783.79481570798
0.9103279153666005,-2.6493630157226664,3.9331190092136774,2515800,73613.42239380936
0.9083398741298212,-2.649203076965383,3.924084379733313,2521500,142115.68354887835
0.9101841194670882,-2.649704845252241,3.9347781125537082,2514600,9221.254184342633
0.9107760759009106,-2.6504568428562765,3.9468937732579166,2509500,212222.65661919262
0.9093926117842938,-2.650561415554047,3.93706065769807,2512200,45278.800841212695
0.9106789635375693,-2.6505595100623136,3.9473374959820644,2509200,217325.7474509088
0.9106904463355447,-2.649391459041767,3.935494040837208,2514900,48779.918530218325
0.9104485440374288,-2.6506533203423097,3.946496986885565,2509200,248871.8419251572
0.9118063635287568,-2.6521484318624258,3.9848763014427266,2498400,782188.459375425
0.9106152725154847,-2.649301708553665,3.9343235728969583,2515500,28252.45648272594
0.90933081407752,-2.650366052122797,3.934810141304827,2513400,9055.117767790283
0.9087032259901981,-2.650310497045792,3.930404860570954,2515200,187951.88135547936
0.90967246174177,-2.650382095970048,3.937340299292713,2512500,56413.97732365554
0.9101520520305679,-2.648179576907645,3.9278159616876556,2522100,74412.96183373018
0.909309884026554,-2.6498249072872024,3.9304698972378245,2516100,109333.26981675356
0.9086339890538572,-2.6489160926071267,3.9246088024222345,2522100,217219.74488360697
0.9094784435423777,-2.6490363553140472,3.927437583516502,2519700,168178.83315260336
0.909928211877701,-2.6489774612187675,3.928998385021438,2518800,129044.66020530775
