dv1_x,dv1_y,dv_output,time_cost,orbit_error
0.3297555059952597,-2.8976286062225842,5.504018053614878,2516700,14173052.425393883
0.3304375284240946,-2.9008112684236176,4.081229379470475,1457400,1709084.4663834954
0.33115763200957876,-2.9005525030089347,4.07719878589076,1457400,1553726.52329027
0.33093702240595047,-2.9003587726896556,4.058922276276148,1458600,1189132.5033716946
0.32985752796571416,-2.898678374477198,5.4745742837306395,2512500,14051952.260310987
0.33028171017241864,-2.898702349088032,5.467399457842818,2511900,13972634.584732177
0.3284593564406753,-2.89942621313161,5.478837279035851,2511900,14004996.98187454
0.32886342418346853,-2.902063232543878,4.137236500943006,1455000,2634676.854086833
0.328170945023223,-2.9000516524769884,5.469433500341921,2510100,13984193.23727436
0.32979628667619615,-2.899244327039946,5.462300456717029,2510700,13964271.977475595
0.3303115927407811,-2.900443304611138,4.0523853601170305,1459200,1047630.655958438
0.330273801252584,-2.8998593972366966,4.008435021873052,1461600,214266.83963228087
0.327740886228822,-2.900427107971099,3.997759573524084,1463400,665761.2286956657
0.3298011738554569,-2.9003503648335145,4.035142638038833,1460100,724992.6783754027
0.3296709733516064,-2.9004912823104827,4.042787120792868,1459800,901434.1659848508
0.33083899659987065,-2.897963434010443,5.476514020306865,2513700,14094366.56434148
0.330265272425122,-2.8994928788959604,5.450337735389251,2508900,13807581.247778412
0.32949064715904314,-2.8995078448826317,5.461425293688386,2510100,13926036.320167951
0.3291768214993325,-2.899571603282443,5.464645506377307,2510400,13941141.715624928
0.3295928898247366,-2.9005381505511543,4.04463319864166,1459800,924864.4595405725
0.32970406301594307,-2.8993726502501174,5.460839647446086,2510100,13918186.625210073
0.330005205665669,-2.901128489482382,4.095009830267767,1456800,1908949.9010894555
0.3292717950966065,-2.8989004726619374,5.478711272898289,2512800,14084779.065358773
0.3278585987504774,-2.8994413267612575,5.488091884695841,2512800,14052426.898526419
0.3288089340086542,-2.8993328602930273,5.475716308136661,2511900,13954762.06061745
0.3300398408564901,-2.8995429643580275,5.452355387154786,2509200,13846969.3022809
0.33151083274688947,-2.8991164151213993,5.440001896025336,2508300,13826991.019737335
0.3298877107559247,-2.902061038004599,4.1562244437428255,1453500,2755342.7339078775
0.3298118326126431,-2.898993580911746,5.467823935927452,2511600,13978271.542193752
0.3306123089174282,-2.899269626863845,5.449768087580103,2509200,13879351.621196467
0.32873946292549516,-2.89921316328468,5.479509364018508,2512500,14048485.385292124
0.33086121138350233,-2.9001515327194434,4.042322764106846,1459500,771207.9056122422
0.3297743906526291,-2.9003611588314904,4.035381359630206,1460100,634927.0776553431
0.33184209550955973,-2.89996258219214,4.048606208606828,1458900,1014282.4217045503
0.32840064217292464,-2.9015781858384986,4.095085389237123,1457400,1885256.8087928772
0.32911167720808476,-2.899735465667645,5.462186110578976,2509800,13991498.842165269
0.3289009772020025,-2.8999467783090216,5.460676001093791,2509500,13953373.474765806
0.3308011869685219,-2.900371208251838,4.05707679331169,1458600,1158094.0504834293
0.33004756145781555,-2.90057710234357,4.05668766003906,1458900,1181089.8777678788
0.3296746479713982,-2.89997343329417,4.004318501109866,1462200,316744.85343479086
0.33092440853956134,-2.9005021282808507,4.068955040693103,1458000,1476339.7283115513
0.32962137722181367,-2.8992049130930284,5.466072290049242,2511000,14014018.58636903
0.33105039094714755,-2.9011705260795217,4.118165123727356,1455300,2289763.0018912503
0.32932601990579724,-2.8993959235608635,5.466270567132185,2510700,13930730.736138038
0.3302165089703338,-2.9004732356510967,4.052616989501655,1459200,1085891.9238572333
0.32938031297473114,-2.9016161947099395,4.116655855263096,1455900,2219235.3255179194
0.33101719125731066,-2.9017549894008585,4.1569108108693635,1453200,2807334.963376221
0.33105278709039637,-2.9002484308515197,4.053295346392273,1458900,1038296.699721281
0.32879378124263237,-2.899135371919957,5.480637164957506,2512500,14005684.624687172
0.33008460315989135,-2.899073926629716,5.461893477862818,2510700,13945580.51484251
0.3297728687271475,-2.8984847776002356,5.480800061444924,2513400,14040539.91572138
0.33016372543609945,-2.9007050652206763,4.0682276659037235,1458300,1329631.4071450895
0.3300923414449515,-2.9002912531085214,4.036778291207262,1460100,661570.3772395074
0.32865467321259145,-2.899480227273381,5.474634116588961,2511600,13971075.88027113
0.3284236863758893,-2.8987311487276597,5.496729001017588,2514600,14191433.29284514
0.3304012211882616,-2.9012656577820177,4.112233952035069,1455900,2155013.9789418057
0.3297805496086343,-2.9002498585379204,4.027264876136981,1460700,422902.2210050564
0.3295901354127958,-2.9000723443583585,4.010020067553031,1461900,93636.79183794252
0.33046001933923513,-2.8988538310695224,5.461167366431948,2511000,13898228.387558121
0.3303194379746708,-2.900463814595386,4.054017475252094,1458900,1063296.8050553538
0.3302444643844763,-2.8987723060644495,5.466412546991208,2511600,13934605.332383402
0.3280485845681426,-2.899942366656652,5.473568124130159,2510700,13994126.916129135
0.3304128206654398,-2.90010441756389,4.029617378698756,1460400,497732.9595055698
0.33109697481558,-2.900522298361806,4.073839990542508,1457700,1523022.772412619
0.32954210146796925,-2.899999296114526,4.003490934996434,1462200,384159.6245904865
0.3285255037642734,-2.898628423549227,5.497917513743345,2514900,14128836.698057786
0.3320785681184247,-2.9018211013084256,4.1808093507350375,1451700,3179612.342587032
0.3300722189118059,-2.8987651864038613,5.469263126572999,2511900,13976522.715502372
0.32925965974317595,-2.899269301208646,5.470187123324841,2511300,13984891.874069132
0.32844257016169154,-2.900300616617159,4.003051630931584,1462800,418292.40138591017
0.32924986588948396,-2.901042069076804,4.0740413294444755,1458300,1451999.732683008
0.3278703424177801,-2.901503764324345,4.079424004507956,1458300,1634745.4490749985
0.3306757782765857,-2.901552902726734,4.137009878463713,1454400,2600752.505885967
0.3296214806806367,-2.898169571306833,5.491500940839186,2514900,14092594.247683765
0.3305719022009705,-2.90050227226759,4.061905558134567,1458600,1300326.3287119418
0.3316054237331614,-2.9014357871294454,4.146642721328167,1453800,2716461.8242428233
0.33118378296225787,-2.9009034220278065,4.102332930195631,1456200,1939632.740353418
0.32991482180525344,-2.899863228547899,4.001118097099072,1462500,449519.0158673909
0.33080739384913144,-2.8986825538929604,5.459616189021617,2511000,13959140.597461052
0.330282843846604,-2.901529855027167,4.12800625361006,1455000,2444561.9512466677
0.32918489999724154,-2.9010050191652184,4.070098263178891,1458300,1383593.4388632323
0.32926589502130055,-2.8996212502872907,5.462244322568709,2510100,13904281.360101346
0.3300406407257657,-2.899571733978827,5.451930307759389,2508900,13873621.683876235
0.3281607192262003,-2.9004034158363114,4.004843818361197,1462500,401951.51579656545
0.32952848743189117,-2.899141305059348,5.468859713760594,2511300,13972432.32418723
0.3301801237232988,-2.899886155730785,4.0084595231236815,1461900,174821.79121447887
0.32924630916707337,-2.899669210017375,5.461489698700418,2509800,13914724.646057554
0.32916200929857237,-2.9010169876823944,4.070493950136743,1458300,1434205.8770350977
0.3316307761905433,-2.899815891753269,4.033515501096748,1459800,599500.8937793883
0.3303308858796438,-2.9006390284961165,4.066848818023372,1458300,1341420.2276244047
0.329683269861629,-2.899970155297809,4.004252981627449,1462200,357864.1882479874
0.32899423684442347,-2.899016429242799,5.480319310573395,2512800,14027718.804662127
0.33045998150727357,-2.90060171873988,4.066772066026728,1458300,1403346.2031591167
0.3293220254152512,-2.9008992436769456,4.065261036732541,1458600,1303532.9760889597
0.33168233152693455,-2.8992804509838193,3.994409256709023,1462500,831007.0382079134
0.32968569006439974,-2.8997004554845334,5.454204915818297,2508900,13912294.556307536
0.33146011921084934,-2.8982920708467312,5.458567095605684,2511600,13913227.339309808
0.32958907641491064,-2.8996289798419346,5.457403874942596,2509500,13893298.863036565
0.33037826459884406,-2.897903812154296,5.485491265509419,2514600,14053991.63928695
0.3314204085341948,-2.8993845328079875,3.996754251136979,1462200,627915.9055464469
0.32853085613431865,-2.900029225525271,5.464248252771396,2509800,13916659.048098162
0.33027874163060605,-2.8984891701030864,5.472215005818252,2512800,14022618.555185191
0.32841818119225763,-2.900550674663868,4.021331778924918,1461300,236389.03877151807
0.3301005488929069,-2.8995274622441642,5.451769429930968,2508900,13899213.043444306
0.33132014383847325,-2.901855011944987,4.169115887405877,1452600,3004945.2578868964
0.32941764457352407,-2.8989366159947356,5.475255821239743,2512200,14006559.278607897
0.32946759051125524,-2.900381909396446,4.030595364263309,1460700,478975.08451246674
0.33196345149779827,-2.8979942532707508,5.457618203788968,2511900,13886737.066279765
0.3294449685890577,-2.897921841978523,5.501180337516916,2516100,14130133.88086715
0.33131779464600936,-2.901688713042973,4.158102061043295,1453200,2915285.7116063917
0.3308256764114768,-2.899039981300791,5.451401286650722,2509800,13828036.853767104
0.32963251136201166,-2.8998037752535937,3.9904796248656083,1463400,1169034.976082567
0.3310494025601988,-2.8991864399814715,5.445120027742391,2508900,13866793.816602549
